distname,district_id,dist_grad,dist_grad_tot,dist_died,dist_ret_home_ctry,dist_college,dist_home_school,dist_rem_cps,dist_exp_no_ret,dist_enr_priv,dist_enr_non_tx_priv,dist_admin_withdrawn,dist_grad_hs_gone,dist_ged_non_tx,dist_univ_hs_dp,dist_grad_iceo_mil,dist_other_tot,dist_pregnancy,dist_med_inj,dist_crt_ord_no_ged,dist_fed_or_state_jail,dist_other,dist_drop_tot,leaver_count,enrollment_count,school_year
Calvert ISD,198902,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,2023-24
Franklin ISD,198903,101,101,0,0,0,6,0,0,0,2,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,211.0,2023-24
Hearne ISD,198905,58,58,0,1,0,10,0,0,0,8,0,0,0,0,0,19,0,0,0,0,6,6,6.0,141.0,2023-24
Mumford ISD,198906,41,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,84.0,2023-24
Rockwall ISD,199901,"1,422","1,422",1,14,0,73,0,0,31,97,0,0,0,0,0,216,-1,-1,-1,-1,-1,2,2.0,218.0,2023-24
Royse City ISD,199902,577,577,0,2,0,60,0,0,5,68,0,0,0,0,0,135,0,0,0,0,28,28,28.0,1317.0,2023-24
Ballinger ISD,200901,59,59,0,2,0,14,0,0,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0.0,141.0,2023-24
Miles ISD,200902,30,30,1,1,0,3,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,67.0,2023-24
Winters ISD,200904,33,33,0,0,0,9,0,0,1,2,0,0,0,0,0,12,0,0,0,0,0,0,0.0,78.0,2023-24
Olfen ISD,200906,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,14.0,2023-24
Henderson ISD,201902,227,227,0,3,0,33,0,0,0,12,0,0,0,0,0,48,-1,-1,-1,-1,-1,3,3.0,505.0,2023-24
Laneville ISD,201903,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,25.0,2023-24
Leveretts Chapel ISD,201904,12,12,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,29.0,2023-24
Mount Enterprise ISD,201907,27,27,0,0,0,8,0,0,0,2,0,0,0,0,0,10,-1,-1,-1,-1,-1,2,2.0,66.0,2023-24
Overton ISD,201908,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,2,2.0,70.0,2023-24
Tatum ISD,201910,107,107,0,2,0,10,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0.0,233.0,2023-24
Carlisle ISD,201913,37,37,0,1,0,7,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0.0,85.0,2023-24
West Rusk County Consolidated ISD,201914,75,75,0,0,0,9,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,160.0,2023-24
Hemphill ISD,202903,47,47,0,0,0,9,0,1,0,13,0,0,0,0,0,23,0,0,0,0,0,0,0.0,117.0,2023-24
West Sabine ISD,202905,45,45,0,0,0,9,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,100.0,2023-24
San Augustine ISD,203901,51,51,0,0,0,0,0,0,0,5,0,0,0,0,0,5,-1,-1,-1,-1,-1,2,2.0,109.0,2023-24
Broaddus ISD,203902,23,23,0,0,0,10,0,0,1,5,0,0,0,0,0,16,0,0,0,0,0,0,0.0,62.0,2023-24
Coldspring-Oakhurst CISD,204901,108,108,0,0,0,14,0,0,0,5,0,0,0,0,0,19,-1,-1,-1,-1,-1,4,4.0,239.0,2023-24
Shepherd ISD,204904,140,140,1,2,0,31,0,1,1,9,1,0,0,0,0,46,0,0,0,0,13,13,13.0,339.0,2023-24
Aransas Pass ISD,205901,106,106,0,0,0,10,0,0,0,13,0,0,0,0,0,23,-1,-1,-1,-1,-1,3,3.0,238.0,2023-24
Gregory-Portland ISD,205902,323,323,0,3,0,45,0,0,0,22,0,0,0,0,0,70,0,0,0,0,11,11,11.0,727.0,2023-24
Ingleside ISD,205903,128,128,0,1,0,16,0,0,0,8,0,0,0,0,0,25,-1,-1,-1,-1,-1,3,3.0,284.0,2023-24
Mathis ISD,205904,97,97,1,1,0,9,0,0,0,4,0,0,0,0,0,15,-1,-1,-1,-1,-1,4,4.0,213.0,2023-24
Odem-Edroy ISD,205905,58,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1.0,119.0,2023-24
Sinton ISD,205906,154,154,0,0,0,13,0,0,0,9,0,0,0,0,0,22,0,0,0,0,22,22,22.0,352.0,2023-24
Taft ISD,205907,63,63,0,1,0,0,0,0,1,2,2,0,0,0,0,6,0,0,0,0,10,10,10.0,142.0,2023-24
San Saba ISD,206901,34,34,0,0,0,10,0,0,1,2,0,0,0,0,0,13,0,0,0,0,0,0,0.0,81.0,2023-24
Richland Springs ISD,206902,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,28.0,2023-24
Cherokee ISD,206903,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,28.0,2023-24
Schleicher ISD,207901,35,35,0,0,0,6,0,0,0,4,0,0,0,0,0,10,-1,-1,-1,-1,-1,1,1.0,81.0,2023-24
Hermleigh ISD,208901,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,42.0,2023-24
Snyder ISD,208902,165,165,0,1,0,16,0,0,0,1,0,0,0,0,0,18,0,0,1,0,4,5,5.0,353.0,2023-24
Ira ISD,208903,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,32.0,2023-24
Albany ISD,209901,47,47,0,1,0,4,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,100.0,2023-24
Moran ISD,209902,7,7,0,0,0,5,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0.0,22.0,2023-24
Center ISD,210901,180,180,2,1,0,16,0,0,0,16,0,0,0,0,0,35,-1,-1,-1,-1,-1,3,3.0,398.0,2023-24
Joaquin ISD,210902,47,47,0,0,0,4,0,0,0,4,1,0,0,0,0,9,-1,-1,-1,-1,-1,2,2.0,105.0,2023-24
Shelbyville ISD,210903,42,42,0,0,0,4,0,0,1,1,0,0,0,0,0,6,-1,-1,-1,-1,-1,1,1.0,91.0,2023-24
Tenaha ISD,210904,43,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,90.0,2023-24
Timpson ISD,210905,55,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,113.0,2023-24
Excelsior ISD,210906,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Texhoma ISD,211901,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,13,0,0,0,0,0,0,0.0,13.0,2023-24
Stratford ISD,211902,38,38,0,0,0,13,0,0,0,8,0,0,0,0,0,21,-1,-1,-1,-1,-1,1,1.0,98.0,2023-24
Cumberland Academy,212801,123,123,0,3,0,9,0,1,2,4,0,0,0,0,0,19,-1,-1,-1,-1,-1,2,2.0,267.0,2023-24
UT Tyler University Academy,212804,56,56,0,0,0,7,0,0,2,1,0,0,0,0,0,10,0,0,0,0,0,0,0.0,122.0,2023-24
Arp ISD,212901,54,54,0,0,0,16,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0.0,128.0,2023-24
Bullard ISD,212902,216,216,0,4,0,28,0,0,8,7,0,0,0,0,0,47,-1,-1,-1,-1,-1,1,1.0,480.0,2023-24
Lindale ISD,212903,335,335,0,1,0,29,0,0,1,19,0,0,0,0,0,50,0,0,0,0,5,5,5.0,725.0,2023-24
Troup ISD,212904,80,80,0,1,0,15,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0.0,179.0,2023-24
Tyler ISD,212905,"1,114","1,114",1,23,0,195,0,0,16,60,0,0,0,1,0,296,0,0,0,1,47,48,48.0,344.0,2023-24
Whitehouse ISD,212906,371,371,0,6,0,43,0,0,13,38,1,0,1,1,0,103,0,0,0,1,16,17,17.0,862.0,2023-24
Chapel Hill ISD,212909,255,255,0,0,0,48,0,0,0,13,1,0,0,0,0,62,-1,-1,-1,-1,-1,1,1.0,573.0,2023-24
Winona ISD,212910,69,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,3.0,142.0,2023-24
Brazos River Charter School,213801,41,41,0,0,0,12,0,0,2,12,0,0,0,0,0,26,-1,-1,-1,-1,-1,3,3.0,111.0,2023-24
Glen Rose ISD,213901,122,122,1,3,0,9,0,0,1,4,1,0,0,0,0,19,-1,-1,-1,-1,-1,2,2.0,265.0,2023-24
Rio Grande City Grulla ISD,214901,717,717,1,33,0,74,0,0,0,49,0,0,0,0,0,157,-1,-1,-1,-1,-1,1,1.0,1592.0,2023-24
San Isidro ISD,214902,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,30.0,2023-24
Roma ISD,214903,454,454,0,24,0,11,0,0,0,3,0,1,0,0,0,39,0,0,3,0,15,18,18.0,965.0,2023-24
Breckenridge ISD,215901,112,112,0,0,0,13,0,0,0,2,0,0,0,0,0,15,-1,-1,-1,-1,-1,4,4.0,243.0,2023-24
Sterling City ISD,216901,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,71.0,2023-24
Aspermont ISD,217901,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38.0,2023-24
Sonora ISD,218901,55,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,112.0,2023-24
Happy ISD,219901,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,47.0,2023-24
Tulia ISD,219903,63,63,0,1,0,6,0,0,0,2,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,136.0,2023-24
Kress ISD,219905,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,40.0,2023-24
Treetops School International,220801,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,28.0,2023-24
Arlington Classics Academy,220802,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,5,-1,-1,-1,-1,-1,1,1.0,6.0,2023-24
Fort Worth Academy of Fine Arts,220809,65,65,0,1,0,1,0,0,1,5,0,0,0,0,0,8,-1,-1,-1,-1,-1,1,1.0,139.0,2023-24
Westlake Academy Charter School,220810,65,65,0,0,2,2,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0.0,143.0,2023-24
Chapel Hill Academy,220815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1.0,1.0,2023-24
Newman International Academy,220817,118,118,0,2,0,5,0,0,2,6,0,0,0,1,0,16,-1,-1,-1,-1,-1,1,1.0,253.0,2023-24
Academy of Visual and Performing,220821,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,2.0,2023-24
Arlington ISD,220901,"3,935","3,935",5,125,1,144,1,0,64,370,9,1,3,0,0,723,2,2,85,9,467,565,565.0,1288.0,2023-24
Birdville ISD,220902,"1,559","1,559",2,40,0,95,0,0,49,130,1,0,1,0,0,318,0,0,0,2,78,80,80.0,398.0,2023-24
Everman ISD,220904,469,469,0,6,0,10,2,0,1,18,0,0,0,0,0,37,0,0,0,0,86,86,86.0,1061.0,2023-24
Fort Worth ISD,220905,"4,718","4,718",12,165,1,203,0,0,69,438,3,0,2,0,0,893,0,1,3,1,"1,088","1,093",0.0,893.0,2023-24
Grapevine-Colleyville ISD,220906,"1,223","1,223",1,18,4,42,0,0,38,81,3,0,0,1,0,188,0,0,0,0,35,35,35.0,223.0,2023-24
Keller ISD,220907,"2,718","2,718",5,59,2,102,0,0,53,210,0,0,0,3,0,434,0,0,0,3,82,85,85.0,519.0,2023-24
Mansfield ISD,220908,"2,908","2,908",2,43,3,65,0,0,58,265,0,1,0,0,0,437,0,1,0,0,116,117,117.0,554.0,2023-24
Lake Worth ISD,220910,232,232,0,7,0,9,0,0,4,15,2,0,0,0,0,37,0,0,4,0,50,54,54.0,555.0,2023-24
Crowley ISD,220912,"1,227","1,227",2,19,0,34,0,0,10,99,1,1,0,0,0,166,0,0,0,6,131,137,137.0,303.0,2023-24
Kennedale ISD,220914,264,264,0,3,0,16,2,0,12,28,2,0,0,0,0,63,0,0,0,0,5,5,5.0,596.0,2023-24
Azle ISD,220915,525,525,0,9,0,96,0,0,9,54,0,0,0,0,0,168,-1,-1,-1,-1,-1,2,2.0,1220.0,2023-24
Hurst-Euless-Bedford ISD,220916,"1,681","1,681",1,46,0,45,0,0,44,158,2,0,0,0,0,296,0,0,3,1,50,54,54.0,350.0,2023-24
Castleberry ISD,220917,275,275,0,10,0,16,0,0,2,12,2,0,0,0,0,42,0,0,0,0,6,6,6.0,598.0,2023-24
Eagle Mt-Saginaw ISD,220918,"1,732","1,732",2,27,0,94,3,0,14,194,1,0,0,0,0,335,0,0,0,0,37,37,37.0,372.0,2023-24
Carroll ISD,220919,702,702,1,15,3,12,0,0,52,50,0,0,0,0,0,133,0,0,0,0,0,0,0.0,1537.0,2023-24
White Settlement ISD,220920,557,557,2,5,0,36,0,0,2,36,0,0,0,0,0,81,0,0,0,0,56,56,56.0,1251.0,2023-24
Texas College Preparatory,221801,710,710,0,23,0,145,0,3,29,58,0,0,0,1,0,259,0,0,0,0,104,104,104.0,1783.0,2023-24
Abilene ISD,221901,949,949,2,13,0,159,0,0,3,108,0,0,0,0,0,285,0,0,0,0,82,82,82.0,2265.0,2023-24
Merkel ISD,221904,96,96,0,2,0,16,0,0,0,2,0,0,0,0,0,20,-1,-1,-1,-1,-1,2,2.0,214.0,2023-24
Trent ISD,221905,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,15.0,2023-24
Jim Ned CISD,221911,103,103,0,1,0,10,0,0,1,8,0,0,0,0,0,20,0,0,0,0,0,0,0.0,226.0,2023-24
Wylie ISD,221912,319,319,0,5,0,16,0,0,14,58,1,0,0,0,0,94,0,0,0,0,14,14,14.0,746.0,2023-24
Terrell County ISD,222901,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,16.0,2023-24
Brownfield ISD,223901,147,147,0,1,0,9,0,0,1,5,0,0,0,0,0,16,-1,-1,-1,-1,-1,4,4.0,314.0,2023-24
Meadow ISD,223902,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,26.0,2023-24
Wellman-Union CISD,223904,14,14,0,0,0,2,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,33.0,2023-24
Throckmorton Collegiate ISD,224901,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,35.0,2023-24
Woodson ISD,224902,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,27.0,2023-24
Mount Pleasant ISD,225902,355,355,1,12,0,44,0,2,3,16,0,0,0,0,0,78,0,0,0,0,0,0,0.0,788.0,2023-24
Chapel Hill ISD,225906,72,72,0,0,0,5,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,151.0,2023-24
Harts Bluff ISD,225907,46,46,0,0,0,5,0,0,0,4,0,0,0,0,0,9,-1,-1,-1,-1,-1,1,1.0,102.0,2023-24
Texas Leadership Public Schools,226801,168,168,0,7,0,29,0,0,12,36,0,0,0,0,0,84,-1,-1,-1,-1,-1,2,2.0,422.0,2023-24
Christoval ISD,226901,59,59,0,3,0,6,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0,128.0,2023-24
San Angelo ISD,226903,872,872,4,9,0,106,0,0,11,95,1,0,0,0,0,226,0,0,0,0,76,76,76.0,2046.0,2023-24
Water Valley ISD,226905,19,19,1,0,0,3,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,43.0,2023-24
Wall ISD,226906,77,77,0,0,0,0,0,0,3,5,0,0,0,0,0,8,0,0,0,0,0,0,0.0,162.0,2023-24
Grape Creek ISD,226907,4,4,0,0,0,7,0,0,1,3,0,0,0,0,0,11,-1,-1,-1,-1,-1,1,1.0,20.0,2023-24
Veribest ISD,226908,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,46.0,2023-24
University of Texas at Austin HS,227506,242,242,1,2,0,60,0,0,14,53,0,0,0,1,0,131,0,0,0,0,115,115,115.0,730.0,2023-24
Wayside Schools,227803,33,33,0,7,0,0,0,1,1,6,0,0,0,0,0,15,0,0,0,0,11,11,11.0,92.0,2023-24
NYOS Charter School,227804,67,67,0,1,0,0,0,0,0,4,0,0,0,0,0,5,-1,-1,-1,-1,-1,2,2.0,141.0,2023-24
Texas Empowerment Academy,227805,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1.0,12.0,2023-24
University of Texas University,227806,35,35,0,1,0,27,9,0,9,116,0,0,6,0,0,168,0,1,1,2,125,129,129.0,367.0,2023-24
Chaparral Star Academy,227814,14,14,0,2,0,6,0,0,4,2,0,0,0,0,0,14,0,0,0,0,0,0,0.0,42.0,2023-24
Harmony Public Schools-Central,227816,204,204,0,13,0,5,0,3,0,20,10,0,0,0,0,51,-1,-1,-1,-1,-1,1,1.0,460.0,2023-24
Cedars International Academy,227817,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54.0,2023-24
KIPP Texas Public Schools,227820,"1,358","1,358",3,29,0,16,0,7,26,122,3,0,0,1,0,207,2,1,0,2,155,160,160.0,367.0,2023-24
Valere Public Schools,227824,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,2.0,83.0,2023-24
Austin Achieve Public Schools,227825,140,140,0,5,0,3,0,0,1,9,0,0,0,0,0,18,0,0,0,0,9,9,9.0,307.0,2023-24
The Excel Center,227827,276,276,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,836,836,836.0,1389.0,2023-24
Valor Education,227829,16,16,0,0,0,26,0,2,15,11,0,0,0,0,0,54,-1,-1,-1,-1,-1,4,4.0,90.0,2023-24
Austin ISD,227901,"4,574","4,574",13,303,1,281,0,0,220,307,3,1,0,2,0,"1,131",2,1,2,6,675,686,686.0,686.0,2023-24
Pflugerville ISD,227904,"1,845","1,845",5,35,0,111,0,0,12,140,15,0,0,0,0,318,1,0,0,0,189,190,190.0,508.0,2023-24
Manor ISD,227907,738,738,0,8,0,14,0,0,3,43,0,0,0,0,0,68,0,0,0,1,100,101,101.0,1645.0,2023-24
Eanes ISD,227909,688,688,0,26,0,4,0,0,30,38,0,0,0,1,0,99,0,0,0,0,0,0,0.0,1475.0,2023-24
Del Valle ISD,227910,781,781,2,88,0,108,0,0,5,76,0,0,0,0,0,279,0,0,0,0,97,97,97.0,1938.0,2023-24
Lago Vista ISD,227912,146,146,0,3,0,6,0,0,1,16,0,0,1,0,0,27,0,0,0,0,7,7,7.0,326.0,2023-24
Lake Travis ISD,227913,859,859,0,14,0,26,0,0,48,101,0,0,0,1,0,190,0,0,0,0,35,35,35.0,1943.0,2023-24
Groveton ISD,228901,52,52,0,0,0,5,0,0,0,4,0,0,0,0,0,9,-1,-1,-1,-1,-1,3,3.0,116.0,2023-24
Trinity ISD,228903,103,103,0,1,0,9,0,0,0,3,0,0,0,0,0,13,0,0,1,0,6,7,7.0,226.0,2023-24
Centerville ISD,228904,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,27.0,2023-24
Apple Springs ISD,228905,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34.0,2023-24
Colmesneil ISD,229901,23,23,0,1,0,9,0,0,1,3,0,0,0,0,0,14,-1,-1,-1,-1,-1,1,1.0,61.0,2023-24
Woodville ISD,229903,69,69,1,3,0,21,0,0,0,11,0,0,0,1,0,37,0,0,0,0,7,7,7.0,182.0,2023-24
Warren ISD,229904,86,86,1,0,0,20,0,0,3,10,0,0,0,0,0,34,-1,-1,-1,-1,-1,2,2.0,208.0,2023-24
Spurger ISD,229905,17,17,1,0,0,2,0,0,0,4,0,0,0,0,0,7,-1,-1,-1,-1,-1,4,4.0,45.0,2023-24
Chester ISD,229906,11,11,0,1,0,4,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0.0,28.0,2023-24
Big Sandy ISD,230901,35,35,0,0,0,16,0,0,0,1,0,0,0,0,0,17,-1,-1,-1,-1,-1,2,2.0,89.0,2023-24
Gilmer ISD,230902,187,187,0,6,0,16,0,0,0,17,0,0,0,0,0,39,0,0,1,0,25,26,26.0,439.0,2023-24
Ore City ISD,230903,55,55,0,3,0,5,0,0,0,5,0,0,0,0,0,13,-1,-1,-1,-1,-1,2,2.0,125.0,2023-24
Union Hill ISD,230904,14,14,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0.0,39.0,2023-24
Harmony ISD,230905,68,68,0,1,0,11,0,0,0,3,0,0,0,0,0,15,-1,-1,-1,-1,-1,1,1.0,152.0,2023-24
New Diana ISD,230906,72,72,1,2,0,7,0,0,1,6,0,0,0,0,0,17,0,0,0,0,0,0,0.0,161.0,2023-24
Union Grove ISD,230908,57,57,0,1,0,11,0,0,0,1,0,0,0,0,0,13,-1,-1,-1,-1,-1,1,1.0,128.0,2023-24
McCamey ISD,231901,30,30,0,1,0,5,0,0,0,2,0,0,0,0,0,8,-1,-1,-1,-1,-1,4,4.0,72.0,2023-24
Rankin ISD,231902,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,42.0,2023-24
Knippa ISD,232901,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,2023-24
Sabinal ISD,232902,30,30,0,0,0,5,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,2,2.0,67.0,2023-24
Uvalde CISD,232903,314,314,0,5,0,16,0,0,0,16,1,0,0,0,0,38,0,0,0,0,58,58,58.0,724.0,2023-24
Utopia ISD,232904,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,1,1.0,48.0,2023-24
San Felipe-Del Rio CISD,233901,721,721,0,46,0,7,0,0,1,46,3,0,0,0,0,103,0,0,0,3,39,42,42.0,1587.0,2023-24
Comstock ISD,233903,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,19.0,2023-24
Ranch Academy,234801,21,21,0,0,0,2,4,0,1,3,0,0,0,0,0,10,0,0,0,0,9,9,9.0,61.0,2023-24
Canton ISD,234902,175,175,0,0,0,26,0,0,0,7,0,0,0,0,0,33,0,0,0,0,0,0,0.0,383.0,2023-24
Edgewood ISD,234903,94,94,0,0,0,6,0,1,0,5,0,0,0,0,0,12,-1,-1,-1,-1,-1,1,1.0,201.0,2023-24
Grand Saline ISD,234904,79,79,0,2,0,17,0,0,0,2,0,0,0,0,0,21,-1,-1,-1,-1,-1,1,1.0,180.0,2023-24
Martins Mill ISD,234905,21,21,0,0,0,7,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0.0,50.0,2023-24
Van ISD,234906,170,170,0,5,0,30,0,0,0,12,0,0,0,0,0,47,-1,-1,-1,-1,-1,1,1.0,388.0,2023-24
Wills Point ISD,234907,186,186,0,6,0,43,0,0,0,8,0,0,0,0,0,57,0,0,0,0,0,0,0.0,429.0,2023-24
Fruitvale ISD,234909,31,31,1,1,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,68.0,2023-24
Bloomington ISD,235901,58,58,1,0,0,6,0,0,2,2,0,0,0,0,0,11,0,0,2,0,4,6,6.0,133.0,2023-24
Victoria ISD,235902,855,855,2,5,0,172,0,0,30,37,0,0,0,0,0,246,0,1,8,3,11,23,23.0,1979.0,2023-24
Raven School,236801,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,20,20,20.0,31.0,2023-24
New Waverly ISD,236901,70,70,0,1,0,6,0,0,3,5,0,0,0,0,0,15,-1,-1,-1,-1,-1,2,2.0,157.0,2023-24
Huntsville ISD,236902,913,913,4,14,0,67,0,0,9,101,0,0,0,0,0,195,0,0,0,0,160,160,160.0,2181.0,2023-24
Hempstead ISD,237902,100,100,0,2,0,21,0,1,1,9,0,0,0,0,0,34,0,0,0,0,12,12,12.0,246.0,2023-24
Waller ISD,237904,571,571,3,32,0,88,2,0,6,43,1,0,0,0,0,175,0,0,0,1,9,10,10.0,1327.0,2023-24
Royal ISD,237905,174,174,0,1,0,6,0,0,0,4,0,0,0,0,0,11,0,0,0,0,10,10,10.0,369.0,2023-24
Monahans-Wickett-Pyote ISD,238902,137,137,1,7,0,37,0,1,1,16,2,0,0,0,0,65,-1,-1,-1,-1,-1,4,4.0,343.0,2023-24
Grandfalls-Royalty ISD,238904,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,9.0,2023-24
Brenham ISD,239901,356,356,0,4,0,39,0,2,2,14,0,0,0,0,0,61,0,0,0,0,6,6,6.0,779.0,2023-24
Burton ISD,239903,31,31,0,0,0,3,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,68.0,2023-24
Triumph Public HS-Laredo,240801,79,79,0,52,0,43,0,0,1,0,0,0,0,0,0,96,0,0,0,0,9,9,9.0,263.0,2023-24
Laredo ISD,240901,"1,448","1,448",1,147,0,26,0,0,7,24,4,0,0,0,0,209,0,1,0,2,50,53,53.0,262.0,2023-24
United ISD,240903,"3,134","3,134",4,124,22,39,1,0,19,62,0,0,0,0,0,271,0,0,0,0,124,124,124.0,395.0,2023-24
Webb CISD,240904,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,3.0,36.0,2023-24
Boling ISD,241901,75,75,2,0,0,8,0,0,0,5,0,0,0,0,0,15,-1,-1,-1,-1,-1,1,1.0,166.0,2023-24
East Bernard ISD,241902,80,80,0,1,0,6,0,0,1,3,0,0,0,0,0,11,0,0,0,0,0,0,0.0,171.0,2023-24
El Campo ISD,241903,247,247,0,1,0,26,0,0,1,14,0,0,0,0,0,42,0,0,0,0,0,0,0.0,536.0,2023-24
